title,pubdate,source
"""ნაცმოძრაობა"" საკმაოდ მკაცრ პასუხებს არის სტრასბურგის სასამართლოსგან მიჩვეული, ყველა მათი წამოწყება უარყოფილი იქნა და ადეკვატური პასუხი იქნა გაცემული-დავით მათიკაშვილი",2023-02-16 11:18:00+00,rustavi2.ge
"მე რომ დაჭერილი ვყოფილიყავი, გვარამია ყველაფერს გააკეთებდა, ამიტომ დღეს გაერთიანებული ეთერი გელოდებათ ""ტვ პირველზე"" - ინგა გრიგოლია",2023-02-16 11:18:00+00,tvpirveli.ge
მოვაჭრე ვალდებულია გასაყიდი ფასი გასაგებად მიუთითოს – კონკურენციის სააგენტო,2023-02-16 11:20:22+00,tabula.ge
"მიხეილ ყაველაშვილი: ვაპირებთ გავასაჯაროოთ ამერიკული და რუსული კანონმდებლობა და საზოგადოება ნახავს, საიდან ავიღეთ მაგალითი",2023-02-16 11:21:08.733+00,imedinews.ge
"მიხეილ ყაველაშვილი: ნედ პრაისის განცხადება შეურაცხმყოფელია - აშშ ჩვენი მთავარი პარტნიორია, მაგრამ, დიდი პატივისცემის მიუხედავად, ფაქტების გარეშე გაკეთებული განცხადებები ჩვენთვის მიუღებელია",2023-02-16 11:21:08.733+00,imedinews.ge
გორის მუნიციპალიტეტში გზები თოვლისგან მთელი ღამის განმავლობაში იწმინდებოდა,2023-02-16 11:21:08.733+00,imedinews.ge
საბერძნეთის საგარეო საქმეთა მინისტრი: ჩვენ მხარს ვუჭერთ საქართველოს ევროპულ პერსპექტივას და ამისთვის კონკრეტულ ნაბიჯებსაც გადავდგამთ,2023-02-16 11:21:08.733+00,imedinews.ge
"კობახიძე ევროპარლამენტის რეზოლუციაზე: პოლიტიკური ინტერესია, საქართველო გახვეული იყოს შარში",2023-02-16 11:21:14.903+00,formulanews.ge
"ირაკლი კობახიძე: „ხალხის ძალის“ კანონპროექტი ამერიკულის ანალოგი ნამდვილად არ არის, ბევრად დარბილებულია - ამერიკული კანონი ევროპულ სივრცეში რომ იყოს გადმოტანილი, ადამიანის უფლებების სტანდარტებთან წინააღმდეგობაში იქნებოდა",2023-02-16 11:22:00+00,imedinews.ge
"ამ რეზოლუციით კიდევ ერთხელ უთხრეს ""ოცნებას"", რომ თუ ეს ქვეყანა გადაუხვევს ევროპული ღირებულებების კურსს, მაშინ ამ ხელისუფლებას პრობლემა ექნება - ანა წითლიძე",2023-02-16 11:22:00+00,rustavi2.ge
შალვა პაპუაშვილი - საქართველოს ერთ-ერთი პრიორიტეტია ქალთა მიმართ ძალადობის ყველა ფორმის პრევენცია,2023-02-16 11:22:00+00,ipn.ge
"ივნისში ""სიღნაღის თეატრალური ფესტივალი"" პირველად ჩატარდება - თეა წულუკიანმა ფესტივალის სამხატვრო ხელმძღვანელიც წარადგინა",2023-02-16 11:23:00+00,rustavi2.ge
"უნგრეთს ჰქონდა ჯანსაღი პოზიცია, რაც ძალიან მისასალმებელია – კობახიძე",2023-02-16 11:24:39+00,netgazeti.ge
"ზაზა შათირიშვილი: ხვალ საქართველოს ტერიტორიული მთლიანობის აღდგენის საკითხი რომ დადგეს დღის წესრიგში, ამის ჩაშლას პირველები სწორედ ამერიკელები შეეცდებიან",2023-02-16 11:25:28.575+00,imedinews.ge
სემეკმა 15 მეგავატამდე ელექტროსადგურებისთვის ქსელთან მიერთების წესი დაამტკიცა,2023-02-16 11:26:00+00,rustavi2.ge
"პირველი ინსტანციის მიერ გამოტანილი განაჩენი, ამ ეტაპზე მხოლოდ, თბილისი სააპელაციო სასამართლოში გასაჩივრდება- შალვა ხაჭაპურიძე ",2023-02-16 11:27:00+00,rustavi2.ge
"ლომჯარია ოცნებიდან ""წასულების"" კანონპროექტზე: განხილვაში შესვლაც კი დივერსიაა",2023-02-16 11:28:13.817+00,formulanews.ge
"""ჩვენ დავარბილეთ"" - კობახიძის წამოცდენა ""გამიჯნულების"" კანონპროექტზე",2023-02-16 11:28:49+00,mtavari.tv
"ლევან ანჯაფარიძე: „პრადაჟნიე შკური“ – ამ სიტყვას დაგიტოვებთ რუსულად, რომელიც ძალიან გიხდებათ და შემომეპასუხეთ ერთი, ვნახოთ რა ბიჭები ხართ!… ყურმილი აიღეთ ნაბომბარებო!!!",2023-02-16 11:29:44+00,news.ge
"„საქსტატი“ - 2022 წლის ბოლოსათვის მსხვილფეხა რქოსანი პირუტყვის სულადობამ 868.7 ათასი შეადგინა, რაც წინა წლის მონაცემზე 6.5%-ით ნაკლებია",2023-02-16 11:31:00+00,ipn.ge
"""საპატრიარქო გელათის გადასარჩენად უკან არაფერზე დაიხევს"" - მეუფე ნიკოლოზი წულუკიანს პასუხისმგებლობას აკისრებს",2023-02-16 11:33:00+00,tvpirveli.ge
"ოლექსი დანილოვი - რუსეთი 24 თებერვალს მასიურ თავდასხმას ამზადებს, ჩვენ ამისთვის მზად ვართ",2023-02-16 11:33:00+00,ipn.ge
"გიორგი ამილახვარი ევროპარლამენტის რეზოლუციაზე - დიახ, ეს არის დაშანტაჟება ბიძინა ივანიშვილის, რომ როგორმე გავლენა მოახდინოს ქართულ პოლიტიკაზე",2023-02-16 11:33:00+00,ipn.ge
კახა ოქრიაშვილი: რუსეთის აგენტურა „coming out“-ს აკეთებს საქართველოში,2023-02-16 11:33:29+00,news.ge
სპეციალური ოპერაციების ძალების სამხედრო მოსამსახურეებმა პირად მცველთა მომზადების კურსი გაიარეს,2023-02-16 11:34:00+00,ipn.ge
"საპარლამენტო განხილვაში შესვლაც კი დივერსიაა - ლომჯარია ""ხალხის ძალის"" კანონპროექტზე",2023-02-16 11:34:53+00,mtavari.tv
"ირაკლი კობახიძე გიორგი მარგველაშვილზე: სირცხვილია, რომ ამ კაცს სულ რამდენიმე წლის წინ საქართველოს პრეზიდენტი ერქვა",2023-02-16 11:35:54+00,news.ge
"თავისუფალი მედიის პირობებში ვეღარ გაყიდი აზრს, რომ მსხვერპლი არა სანდრო გირგვლიანი ან ვალერი გელაშვილი, არამედ მიხეილ სააკაშვილია – შათირიშვილი",2023-02-16 11:36:00+00,rustavi2.ge
მიხეილ სააკაშვილის გათავისუფლების მოთხოვნით აქცია დღეს წალენჯიხაში გაიმართა,2023-02-16 11:36:38+00,mtavari.tv
"ეს არის ბოლო წვეთი, ნუ თამაშობთ საქართველოს ევროპული მომავლით, გაათავისუფლეთ მიხეილ სააკაშვილი - გლუკსმანი",2023-02-16 11:37:01+00,mtavari.tv
“პუტინის განრიგში არ შედის აფხაზეთის პრეზიდენტთან შეხვედრა”,2023-02-16 11:37:20+00,netgazeti.ge
მიგრანტთა სარეინტეგრაციო დახმარების პროგრამის ფარგლებში განაცხადების მიღება გრძელდება,2023-02-16 11:38:00+00,ipn.ge
ლომჯარია „უცხოეთის აგენტებზე“ კანონპროექტის განხილვასაც კი დივერსიას უწოდებს,2023-02-16 11:41:48+00,netgazeti.ge
"„ბიძინა ივანიშვილის ადვოკატების გუშინდელი წერილით კიდევ ერთხელ დამტკიცდა ის, რაც არაერთხელ ვთქვი – ევროპაში თავისუფალი მედია აღარ არსებობს” – ზაზა შათირიშვილი",2023-02-16 11:42:13.633+00,postv.media
"""რუსეთის აგენტურა „coming out“-ს აკეთებს საქართველოში"" - ოქრიაშვილი",2023-02-16 11:42:19+00,mtavari.tv
"არ მინდა ქვეყანაში მოქმედებდეს ლინჩის წესი... გამოდის, რომ ეს ადამიანი სასიკვდილოდაა გამეტებული - მეუფე ნიკოლოზი მიხეილ სააკაშვილზე",2023-02-16 11:45:49+00,mtavari.tv
"საია-ს თავმჯდომარე „უცხოური გავლენის გამჭვირვალობის შესახებ“ კანონპროექტზე - ამ თემაზე განხილვის დაწყებაც კი საფრთხეა - ეს არის პირდაპირი სიგნალი, რომ ჩვენ ევროკავშირის რეკომენდაციებს არ ვასრულებთ",2023-02-16 11:46:00+00,ipn.ge
"საიას-ს თავმჯდომარე „უცხოური გავლენის გამჭვირვალობის შესახებ“ კანონპროექტზე - ამ თემაზე განხილვის დაწყებაც კი საფრთხეა - ეს არის პირდაპირი სიგნალი, რომ ჩვენ ევროკავშირის რეკომენდაციებს არ ვასრულებთ",2023-02-16 11:46:00+00,ipn.ge
დაბა ნასაკირალის საბავშვო ბაღს სრული რეაბილიტაცია ჩაუტარდა,2023-02-16 11:49:12.952+00,imedinews.ge
"გიორგი ვაშაძის განცხადებით, „ქართული ოცნება“ ყველაფერს აკეთებს, რომ საქართველოს კანდიდატის სტატუსი არ მისცენ",2023-02-16 11:51:00+00,ipn.ge
"ფაშინიანი: სამშვიდობო შეთანხმებაზე მუშაობის მორიგი ეტაპი დავასრულეთ, ბაქოს გავუგზავნეთ",2023-02-16 11:51:28+00,tabula.ge
ბრიუსელში ვიზიტის ფარგლებში თავდაცვის მინისტრს გენერალ ქრისტოფერ კავოლიმ პირად რეზიდენციაში უმასპინძლა,2023-02-16 11:52:00+00,ipn.ge
"რეზოლუციას ქმედითი ნაბიჯები უნდა მოჰყვეს, რათა არატრაგიკული გზით წავიდეს მმართველი გუნდი - მარგველაშვილი",2023-02-16 11:52:00+00,tvpirveli.ge
"პაატა მანჯგალაძე - ზეზვა და მზია უფრო ევროპელები არიან, ვიდრე კობახიძე და თალაკვაძე - კალაძეს როცა უნდა, თმას მილანში იჭრის, მაგრამ მოქალაქემ რა ქნას, რომელიც „ოცნებამ“ რუსული ჭაობისთვის გაიმეტა?!",2023-02-16 11:56:00+00,ipn.ge
ზაზა შათირიშვილი: დღეს ამერიკელები სრულად აკონტროლებენ ევროპაში პოლიტიკურ ისტებლიშმენტს და მედიას,2023-02-16 11:56:08.426+00,imedinews.ge
"ზაზა შათირიშვილი: ევროპარლამენტი, რომელიც ევროპული აგენტოკრატიის ყველაზე სათაკილო რგოლია, თავისი რეზოლუციებით სწორედ ამერიკელების პოლიტიკურ გეგმებს ემსახურება",2023-02-16 11:56:08.426+00,imedinews.ge
"I have not read the Russian law, maybe Ned Price has - Kobakhidze on the draft law of the Powers of People",2023-02-16 11:56:10+00,mtavari.tv
"ზაზა შათირიშვილი: ყველას კარგად ესმის, რომ სააკაშვილი ამერიკელების აგენტია და მათ გარეშე ნაბიჯს ვერც 2008 წელს გადადგამდა",2023-02-16 11:57:00+00,imedinews.ge
"ზაზა შათირიშვილი: ყველაფერი უნდა გავაკეთოთ, რომ ამერიკელების თამაშებს არ ავყვეთ, სუვერენიტეტი შევინარჩუნოთ და ქვეყანა მათი აგენტურის ხელით გასანადგურებლად არ გავწიროთ",2023-02-16 11:58:00+00,imedinews.ge
პრემიერ-მინისტრი ირაკლი ღარიბაშვილი ესპანეთის სამეფოს შინაგან საქმეთა მინისტრს შეხვდა,2023-02-16 11:58:00+00,imedinews.ge
"ზაზა შათირიშვილი: მონოპოლიზებული მედიის შედეგია ის სტერეოტიპებიც, რომლებიც თავის დროზე საზოგადოებას საგარეო პოლიტიკასთან დაკავშირებით ჩამოუყალიბეს - რომ არსებობს თეთრი დასავლეთი და შავი რუსეთი ყოველგვარი შუქ-ჩრდილების გარეშე",2023-02-16 12:00:09.622+00,imedinews.ge
"ზელენსკიმ მიმართა ნორვეგიის პარლამენტს, რომელიც გეგმავს კიევს €7 მილიარდის პაკეტი გადასცეს",2023-02-16 12:01:57+00,tabula.ge
პრემიერ-მინისტრი ირაკლი ღარიბაშვილი ესპანეთის სამეფოს შინაგან საქმეთა მინისტრს შეხვდა,2023-02-16 12:02:00+00,rustavi2.ge
"გიორგი ვაშაძე, ელენე ხოშტარია და ზურა ჯაფარიძე, 24 თებერვლის სოლიდარობის აქციის ინიციატორებთან ერთად, უკრაინის საელჩოში შეხვედრას მართავენ",2023-02-16 12:02:00+00,ipn.ge
ლევან დავითაშვილმა იაპონელ ხალხს ეროვნული დღესასწაული მიულოცა,2023-02-16 12:03:00+00,ipn.ge
ხაშური-ახალციხე-ვალეს გზაზე ავტოტრანსპორტის გადაადგილების სპეციალური რეჟიმი მოიხსნა,2023-02-16 12:04:00+00,ipn.ge
"კანდიდატის სტატუსი პოლიტიკურად მნიშვნელოვანია, მაგრამ ხელშესახები შედეგი მატერიალური კუთხით მას არ მოაქვს, არ ვკარგავთ არც დაფინანსებას, არც მსგავს პრივილეგიებს - ირაკლი კობახიძე",2023-02-16 12:05:00+00,rustavi2.ge
"„დღეს, როდესაც გზების, საწარმოების თუ სხვა ობიექტების მშენებლობის ტემპი ხუთჯერ და ათჯერ არის გაზრდილი, ხელისუფლება ამით არ ტრაბახობს, რასაც თავისი უარყოფითი მხარეც აქვს, თუმცა, საბოლოოდ, ეს ყველაფერი საქართველოში სამოქალაქო კულტურის ჩამოყალიბებას უწყობს ხელს“ – ზაზა შათირიშვილი",2023-02-16 12:07:12.802+00,postv.media
შავ ზღვაში საბრძოლო მზადყოფნაშია მტრის 7 ხომალდი - უკრაინის საზღვაო ძალები,2023-02-16 12:07:18+00,mtavari.tv
Bloomberg - Credit Suisse-მა ბიძინა ივანიშვილს 210 მილიონი დოლარი გადაუხადა,2023-02-16 12:08:00+00,ipn.ge
"მიუნხენის უსაფრთხოების კონფერენციის თავმჯდომარე: უნდა მოხდეს რუსეთის ""დეპუტინიზაცია""",2023-02-16 12:08:42+00,tabula.ge
"ოკუპირებული აფხაზეთის მარიონეტი ლიდერი, ასლან ბჟანია მოსკოვში ""სამუშაო ვიზიტით"" ჩავიდა",2023-02-16 12:10:13+00,tabula.ge
თიბისის მხარდაჭერით კომპანია „ბაია ფუდი“ 2023 წლიდან ნატურალურ ხილის სასუსნავებს გამოუშვებს,2023-02-16 12:10:19+00,netgazeti.ge
სასამართლოში დღეს კეზერაშვილის საქმის განხილვა გაგრძელდება - როგორია დაცვის მხარის მოლოდინები,2023-02-16 12:11:00+00,tvpirveli.ge
ავარია თბილისში მსხვერპლით დასრულდა - დაიღუპა 2 ადამიანი,2023-02-16 12:12:00+00,rustavi2.ge
ლელა ნინოშვილი და ნოდარ არონიშიძე გელათში არსებული მდგომარეობის შესახებ,2023-02-16 12:12:18+00,radiotavisupleba.ge
"ირაკლი კობახიძე: კანდიდატის სტატუსი პოლიტიკურად მნიშვნელოვანია, მაგრამ ხელშესახები შედეგი მატერიალური კუთხით მას არ მოაქვს - არ ვკარგავთ არც დაფინანსებას, არც მსგავს პრივილეგიებს",2023-02-16 12:14:07.591+00,imedinews.ge
"„ჩვენი ბედი სხვისთვის რომ მიგვენდო, შარშან და წელს საქართველოში ჯერ ორნიშნა ეკონომიკური ვარდნა, შემდეგ კი, ცხელი ომი გვექნებოდა გარანტირებული“ – ზაზა შათირიშვილი",2023-02-16 12:14:13.968+00,postv.media
"„ყველას კარგად ესმის, რომ სააკაშვილი ამერიკელების აგენტია და მათ გარეშე ნაბიჯს ვერც 2008 წელს გადადგამდა. აქვე ვიტყვი, რომ ხვალ საქართველოს ტერიტორიული მთლიანობის აღდგენის საკითხი რომ დადგეს დღის წესრიგში, ამის ჩაშლას პირველები სწორედ ამერიკელები შეეცდებიან“ – ზაზა შათირიშვილი",2023-02-16 12:14:13.969+00,postv.media
ფინელი ტუროპერატორები საქართველოს ტურისტულ მიმართულებას გაეცნენ,2023-02-16 12:16:00+00,ipn.ge
ღარიბაშვილი გერმანიაში გაემგზავრა,2023-02-16 12:16:52+00,mtavari.tv
ასლან ბჟანია მოსკოვში იმყოფება,2023-02-16 12:17:00+00,ipn.ge
"""სამეფო კარის თამაშების"" მსახიობი, ჯეკ გლისონი კიევში ჩავიდა",2023-02-16 12:19:49+00,mtavari.tv
ღარიბაშვილი მიუნხენის უსაფრთხოების კონფერენციაში მონაწილეობის მისაღებად გაემგზავრა,2023-02-16 12:21:17+00,radiotavisupleba.ge
"კობახიძე: შეიძლება, ნედ პრაისს აქვს წაკითხული, მე რუსულ კანონებს არ ვკითხულობ",2023-02-16 12:24:57+00,tabula.ge
ილია დარჩიაშვილი საბერძნეთის რესპუბლიკის პრეზიდენტს შეხვდა,2023-02-16 12:26:00+00,imedinews.ge
რუსეთიდან საქართველოში ფულადი გზავნილები ათასი პროცენტით გაიზარდა - ექსპერტები მოსალოდნელ საფრთხეებზე საუბრობენ,2023-02-16 12:26:00+00,tvpirveli.ge
MAN Truck & Bus-მა მიწისძვრის შედეგად დაზარალებულთა დასახმარებლად მილიონი ევრო გამოყო,2023-02-16 12:28:05+00,news.ge
 პრემიერ-მინისტრი ირაკლი ღარიბაშვილი დელეგაციასთან ერთად გერმანიის ფედერაციულ რესპუბლიკაში გაემგზავრა,2023-02-16 12:28:08.71+00,imedinews.ge
„ჩვენ დავარბილეთ“ – კობახიძე „ხალხის ძალის“ კანონპროექტზე,2023-02-16 12:29:29+00,netgazeti.ge
სათხილამურო ფედერაციის წარმომადგენელი - საქართველოს დიდი სათხილამურო კულტურა აქვს - ბაკურიანში ყველაფერი სრულ მზადყოფნაშია,2023-02-16 12:31:00+00,ipn.ge
საერთაშორისო სათხილამურო ფედერაციის წარმომადგენელი - საქართველოს დიდი სათხილამურო კულტურა აქვს - ბაკურიანში ყველაფერი სრულ მზადყოფნაშია,2023-02-16 12:31:00+00,ipn.ge
"ლევან ნიკოლეიშვილი: ყველამ უნდა იცოდეს, რომ კანდიდატის სტატუსი არის კანდიდატის სტატუსი და მეტი არაფერი. მატერიალური სარგებელი ამ ყველაფერს აქვს ნული!",2023-02-16 12:31:00+00,imedinews.ge
თიბისის მხარდაჭერით კომპანია „ბაია ფუდი“ 2023 წლიდან ნატურალურ ხილის სნექებს გამოუშვებს,2023-02-16 12:31:06+00,news.ge
"გიორგი რუხაძე - სააკაშვილის მდგომარეობა და ის, როგორ ექცევა სახელმწიფო მას, ანგრევს 12 პუნქტის საქმეს - რაც დრო გადის, უფრო მკაცრი ხდება რეზოლუცია და მცირდება ქვეყნის შანსი, წარმატებას მიაღწიოს ევროინტეგრაციის მიმართულებით",2023-02-16 12:35:00+00,ipn.ge
ნიშნავს თუ არა უკრაინის გამარჯვება რუსეთის ავტომატურ მარცხსაც საქართველოში | დისკუსია,2023-02-16 12:35:45+00,netgazeti.ge
"თბილისში, გასულ ღამეს მომხდარ ავტოსაგზაო შემთხვევას 2 ადამიანი ემსხვერპლა",2023-02-16 12:38:26+00,mtavari.tv
"დარწმუნებული ვარ, გუშინ ""ოცნებაში"" არავის არ ეძინა - ნადირაძე ევროპარლამენტის რეზოლუციაზე",2023-02-16 12:40:00+00,tvpirveli.ge
"მოსკოვის აეროპორტში დაკავებული გეი, იდრის არსამიკოვი, ჩეჩენმა სამართალდამცველებმა უცნობი მიმართულებით წაიყვანეს",2023-02-16 12:41:19+00,radiotavisupleba.ge
სომხეთმა აზერბაიჯანს სამშვიდობო ხელშეკრულების შესახებ საკუთარი წინადადებების პროექტი გაუგზავნა,2023-02-16 12:42:00+00,ipn.ge
"„მონოპოლიზებული მედიის შედეგია ის სტერეოტიპებიც, რომლებიც თავის დროზე საზოგადოებას საგარეო პოლიტიკასთან და 2008 წლის ომთან დაკავშირებით ჩამოუყალიბეს. საზოგადოება დააჯერეს, რომ არსებობს თეთრი დასავლეთი და შავი რუსეთი ყოველგვარი შუქ-ჩრდილების გარეშე“ – ზაზა შათირიშვილი",2023-02-16 12:42:13.267+00,postv.media
"გია ხუხაშვილი - „თუ ბიძინა კარგად არ იქნება, ჯანდაბას ევროკავშირი და ყველაფერი“ - ამას ამბობენ ადამიანები, რომლებსაც კეთილდღეობა ისედაც აქვთ - თავისი მდგომარეობის შესანარჩუნებლად იბრძვიან ყოვლად წარმოუდგენელი მეთოდებით",2023-02-16 12:43:00+00,ipn.ge
"„ტოიოტა ცენტრი თბილისი“ - ტოიოტას  საერთაშორისო საბავშვო კონკურსში, ეროვნულ დონეზე გამარჯვებული 9 კონკურსანტი  იაპონიაში, ფინალურ ტურში მიიღებს მონაწილეობას",2023-02-16 12:45:00+00,ipn.ge
ბაღდათი-საირმის გზაზე ტრანსპორტის გადაადგილებაზე შეზღუდვა დაწესდა ,2023-02-16 12:47:31+00,mtavari.tv
თბილისის სააპელაციო სასამართლოში დავით კეზერაშვილის პროცესი 27 თებერვლამდე გადაიდო ,2023-02-16 12:47:50+00,mtavari.tv
ბაღდათი-საირმეს მონაკვეთზე ავტოტრანსპორტის მოძრაობის სპეციალური რეჟიმი დაწესდა,2023-02-16 12:49:07.697+00,imedinews.ge
"“ყველაფერი უნდა გავაკეთოთ, რომ ამერიკელების თამაშებს არ ავყვეთ, სუვერენიტეტი შევინარჩუნოთ და ქვეყანა მათი აგენტურის ხელით გასანადგურებლად არ გავწიროთ” – ზაზა შათირიშვილი",2023-02-16 12:49:13.352+00,postv.media
"„ამერიკელებს საკუთარი ინტერესები ამოძრავებთ, კაცი კაცისთვის მგელიას პრინციპით მოქმედებენ. მათი გამტყუნება მხოლოდ იმაში შეიძლება, რომ ამ ყველაფერს ისინი ძალიან უხეში ფორმითა და მეთოდებით აკეთებენ და საკუთარი მიზნების მისაღწევად, ათობით ათასი ადამიანის სიცოცხლის გაწირვასაც კი არად დაგიდევენ“ – ზაზა შათირიშვილი",2023-02-16 12:49:13.373+00,postv.media
"ფორმულას დამფუძნებლის, დავით კეზერაშვილის საქმეზე შემდეგი სხდომა 27 თებერვალს გაიმართება",2023-02-16 12:49:14.123+00,formulanews.ge
"ბექა ფერაძე - 2018 წელთან შედარებით, სამშენებლო სექტორში ფატალური შემთხვევების რაოდენობა 41%-ით შემცირებულია",2023-02-16 12:50:00+00,ipn.ge
"""კიდევ რამდენი იდიოტია იქ?"" – ოლივერ ვარჰეი ევროპარლამენტარებს ",2023-02-16 12:56:01+00,tabula.ge
კომუნიკაციების კომისია: 2022 წელს ტელე და რადიო მაუწყებლების სარეკლამო შემოსავალი 79.9 მილიონი ლარი იყო,2023-02-16 12:56:08.384+00,imedinews.ge
"ჩვენ დავარბილეთ - ირაკლი კობახიძე ""ხალხის ძალის"" კანონზე",2023-02-16 12:58:36+00,radiotavisupleba.ge
Credit Suisse-მა ბიძინა ივანიშვილს $210 მილიონის კომპენსაცია გადაუხადა - Bloomberg,2023-02-16 12:59:00+00,tvpirveli.ge
"ბექა ფერაძე - ბიზნესსექტორისთვის 40-საათიან სამუშაო გრაფიკთან დაკავშირებული რეგულაციის გადავადება არ იგეგმება - თუ კონკრეტულ სექტორში სამუშაო 40 საათზე მეტია, თანამშრომელს გაზრდილი ანაზღაურება უნდა ჰქონდეს",2023-02-16 13:00:00+00,ipn.ge
"საბურთალოს რაიონში, ჯავახიშვილის ქუჩაზე სარეაბილიტაციო სამუშაოები მიმდინარეობს",2023-02-16 13:00:09.352+00,imedinews.ge
"მოლდოვაში, უკრაინის საზღვართან რაკეტის ფრაგმენტები აღმოაჩინეს - შსს",2023-02-16 13:00:55+00,mtavari.tv
"გია გაბრიჭიძე: თავისუფალი და ობიექტური მედია იძლევა იმის გარანტიას, რომ საზოგადოებამ სწორად შეაფასოს მიმდინარე პროცესები, გააკეთოს დასკვნები და მიიღოს სწორი გადაწყვეტილება",2023-02-16 13:01:00+00,imedinews.ge
"მიხეილ ყაველაშვილი - საზოგადოება შეაფასებს ჩვენ პროექტს, პარტნიორებთან კომუნიკაცია რატომ უნდა მქონდეს? - „კანონის ინიცირებას ვაპირებ და შენ თანახმა ხარ თუ არა"" - ეს ვკითხო ნედ პრაისს?!",2023-02-16 13:01:00+00,ipn.ge
მეუფე ზენონი: ჩემ წინააღმდეგ მომართულ ძალებს ჩემი სულიერი და ფიზიკური განადგურება სურთ,2023-02-16 13:01:23+00,tabula.ge
"გიორგი ვაშაძე -  ქართველები, რომლებიც მარიუპოლში იბრძოდნენ, ცოცხლები არიან და კვლავ ტყვეობაში რჩებიან  - ჩვენი მიზანია ქართველი ბიჭები  პრიორიტეტულ სიაში მოხვდნენ, რათა მათი ტყვეობა მალე დასრულდეს",2023-02-16 13:04:00+00,ipn.ge
ნატო-ში გაწევრიანების შესახებ ფინეთის და შვედეთის განაცხადებები შეიძლება ცალ-ცალკე შეფასდეს - მევლუთ ჩავუშოღლუ,2023-02-16 13:09:00+00,rustavi2.ge
"თინა ხიდაშელის განცხადებით, მოძრაობა „ხალხის ძალის“ კანონპროექტის მიღება  მმართველი პარტიის „ანტი-ევროკავშირული და იზოლაციონისტური პოლიტიკის ყველაზე კაშკაშა დასტური იქნება“",2023-02-16 13:09:00+00,ipn.ge
"მეუფე ნიკოლოზი სააკაშვილზე: არ მინდა, ამ ქვეყანაში ე.წ. ლინჩის წესი მოქმედებდეს",2023-02-16 13:09:58+00,tabula.ge
"ზაზა შათირიშვილი - გვახსოვს, რა ამბავი დააწიეს სალომე ზურაბიშვილს, როდესაც მან მხოლოდ ის გაიმეორა, რასაც ნაციონალები ევროსაბჭოს რეზოლუციაში საკუთარი ხელით დაეთანხმნენ",2023-02-16 13:10:00+00,rustavi2.ge
"ნიკა გვარამიას თავისუფლების მოძრაობა დაფუძნებულია - ""რა სად როდის"" მონაწილეები პრეზიდენტთან შეხვედრას გეგმავენ",2023-02-16 13:10:00+00,tvpirveli.ge
"ბექა ფერაძე - გამოწვევები, რომლებიც სამედიცინო სფეროში დაფიქსირდა, მინიმალური ხელფასის დარღვევას და ხელშეკრულებაში პოზიციის ცვლილებას უკავშირდებოდა - ჩვენი ჩართულობით, ეს პრობლემები აღმოიფხვრა",2023-02-16 13:12:00+00,ipn.ge
"კობახიძე: შეიძლება პრაისი დაინტერესდა და წაიკითხა, მე არ ვკითხულობ რუსულ კანონებს",2023-02-16 13:14:13.991+00,formulanews.ge
"ჩემს წინააღმდეგ მომართულია გარე და შიდა ძალები, რომელთაც სურთ ჩემი სულიერი და ფიზიკური განადგურება - მეუფე ზენონი",2023-02-16 13:15:20+00,mtavari.tv
კეზერაშვილის სასამართლო პროცესი დაიწყო - რა შუამდგომლობას აყენებს დაცვის მხარე,2023-02-16 13:16:00+00,tvpirveli.ge
"ირაკლი ბერაია - „თავდაცვის კოდექსის"" მომზადება არის რეფორმა, რომელიც ჩვენი ქვეყნის თავდაცვის და უსაფრთხოების საჭიროებებს უპასუხებს",2023-02-16 13:16:00+00,ipn.ge
"იაგო ხვიჩია - ველოდები, რომ  დაიწყება კამპანია: „ევროპარლამენტში ყველამ გააფრინა“ -  მოქალაქეებს უნდა ვაჩვენოთ, რომ  საქართველოს ხელისუფლების დამსახურებით შანსი იკარგება",2023-02-16 13:17:00+00,ipn.ge
"გიული ალასანია ევროპარლამენტის რეზოლუციაზე - ფაქტია, რომ აფასებენ წვლილს, რომელიც ჩემმა შვილმა საქართველოს ევროპასთან დაახლოებაში შეიტანა",2023-02-16 13:18:00+00,ipn.ge
შალვა პაპუაშვილი გერმანიის ბუნდესტაგში სოციალ-დემოკრატიული პარტიის (SPD) ფრაქციის თავმჯდომარის მოადგილეს შეხვდა,2023-02-16 13:21:00+00,imedinews.ge
"ელენე ხოშტარია - ხელისუფლების განცხადებები არ მიკვირს, მომავალში უარესი იქნება - ეს არის უღირსი, რუსული ხელისუფლება",2023-02-16 13:21:00+00,ipn.ge
"ზაზა შათირიშვილი: გვახსოვს, რა ამბავი დააწიეს სალომე ზურაბიშვილს, როდესაც მან მხოლოდ ის გაიმეორა, რასაც ნაციონალები ევროსაბჭოს რეზოლუციაში საკუთარი ხელით დაეთანხმნენ - 2008 წლის ომი სააკაშვილმა დაიწყო",2023-02-16 13:21:08.774+00,imedinews.ge
წყალთაშუა-კაკასხიდი-ზეკარის გზაზე ავტოტრანსპორტის მოძრაობის სპეციალური რეჟიმი დაწესდა,2023-02-16 13:21:08.774+00,imedinews.ge
