title,pubdate,source
„პორშე ცენტრი თბილისი“ – 2022 წელს 170 პორშე გაიყიდა და ახალ შოურუმში 20 მილიონი ლარის ინვესტიცია განხორციელდა,2023-02-15 17:26:00+00,ipn.ge
ხალხის ძალა უცხოური გავლენის აგენტების შესახებ მომზადებულ კანონპროექტზე დამატებით განმარტებებს აკეთებს,2023-02-15 17:27:00+00,rustavi2.ge
გუდაური(ფოსტა)-კობის მონაკვეთზე მისაბმელიანი და ნახევრადმისაბმელიანი ავტოტრანსპორტის მოძრაობა აკრძალულია ,2023-02-15 17:28:11.723+00,imedinews.ge
"აშშ-ის თავდაცვის მდივანი: დამატებითი ძალები, რომელიც რუსეთს უკრაინაში შეჰყავს, ცუდად გაწვრთნილი და არასათანადოდ აღჭურვილია",2023-02-15 17:28:11.723+00,imedinews.ge
"""...ვიღაც კუბილიუსი ამბობს, თუ კრიმინალს არ გაათავისუფლებ, ვერ მიიღებ სტატუსს"" | კალაძე",2023-02-15 17:28:34+00,mtavari.tv
"ელისო ბოლქვაძე - გელათთან დაკავშირებით ცივი გონებით, პრაგმატულად, ქვეყნის ინტერესებში შევიკრიბოთ და თუ რაიმე შეგვიძლია, ჩვენ მხოლოდ სამშვიდობო კვლევები ჩავატაროთ!",2023-02-15 17:29:00+00,ipn.ge
მთავრობის სხდომაზე „ხედვა 2030 - საქართველოს განვითარების სტრატეგიის“ 2023 წლის სამოქმედო გეგმა დაამტკიცეს,2023-02-15 17:30:00+00,ipn.ge
ბიძინა ივანიშვილი დასავლეთის წინააღმდეგ | ადვოკატების განცხადებები და პოლიტიკური შეფასებები,2023-02-15 17:31:40+00,mtavari.tv
"დღეს, შუაგულ ევროპაში ბიძინა ივანიშვილის რეკეტი წარმოებს - ""ხალხის ძალა"" ",2023-02-15 17:32:00+00,tvpirveli.ge
"დღეს, შუაგულ ევროპაში ბიძინა ივანიშვილის რეკეტი წარმოებს - ""ხალხის ძალა"" ",2023-02-15 17:32:00+00,tvpirveli.ge
მიხეილ სააკაშვილის დისკრედიტაციის მორიგი მცდელობა | მესამე პრეზიდენტის მდგომარეობა მძიმეა,2023-02-15 17:32:27+00,mtavari.tv
რუსეთმა ოკუპირებულ ცხინვალის რეგიონს ბუნებრივი აირის და დენის ტარიფი გაუძვირა,2023-02-15 17:32:51+00,radiotavisupleba.ge
"""კრედიტ სუისზე"" მორიგი მამხილებელი სტატია დაიბლოკა - ბიძინა ივანიშვილის ინტერესების დამცველი ევროპულ მედიაში ცენზურის კიდევ ერთ ფაქტზე საუბრობს",2023-02-15 17:34:00+00,rustavi2.ge
ხაბეიშვილი ივანიშვილს: სასწრაფოდ მოგიწოდებთ ევროპარლამენტის რეზოლუციის შესრულებისკენ,2023-02-15 17:35:14.317+00,formulanews.ge
"ოსტინი: პუტინი ელოდა, რომ უკრაინა დანებდებოდა, თუმცა ისტორიაში სულ სხვა რამ ჩაიწერება",2023-02-15 17:42:12.965+00,formulanews.ge
"დეა მეტრეველი - თავის მართლება არ უნდა უწევდეს კულტურის კომიტეტის თავმჯდომარეს, რომ გელათთან დაკავშირებით საქმეში გარკვევა სჭირდება - სახეზეა სრული არაკომპეტენტურობა",2023-02-15 17:43:00+00,ipn.ge
უმძიმესი ვითარება გელათში | დაპირისპირება ღარიბაშვილსა და წულუკიანს შორის,2023-02-15 17:44:40+00,mtavari.tv
მარიამ ქვრივიშვილი თბილისის საერთაშორისო აეროპორტში მიმდინარე და დაგეგმილ სამუშაოებს გაეცნო,2023-02-15 17:46:00+00,ipn.ge
საგარეო უწყება - ილია დარჩიაშვილთან შეხვედრაზე ბერძენმა კოლეგამ საქართველოს ევროპული ინტეგრაციის მიმართ საბერძნეთის მხარდაჭერა კიდევ ერთხელ დაადასტურა,2023-02-15 17:47:00+00,ipn.ge
"ზურაბ აზარაშვილი - თბილისს ექნება ახალი რესპუბლიკური საავადმყოფო, რომელიც ხარისხიანი ჯანდაცვისთვის აუცილებელ ყველა სტანდარტს დააკმაყოფილებს",2023-02-15 17:49:00+00,ipn.ge
დღეიდან აფთიაქები წამლის ფასს თვითნებურად ვეღარ გაზრდიან - რას ითვალისწინებს ახალი რეგულაციები წამლებთან დაკავშირებით,2023-02-15 17:51:00+00,rustavi2.ge
"ბრეგაძის უწყებამ კანონი დაარღვია, მივმართავთ საგამოძიებოს! - სააკაშვილის ადვოკატი",2023-02-15 17:51:00+00,tvpirveli.ge
"ბრეგაძის უწყებამ კანონი დაარღვია, მივმართავთ საგამოძიებოს! - სააკაშვილის ადვოკატი",2023-02-15 17:51:00+00,tvpirveli.ge
"კიევის საჰაერო სივრცეში 6 საჰაერო ბუშტი შენიშნეს, მათი უმეტესობა ჩამოგდებულია",2023-02-15 17:52:00+00,tabula.ge
"გოგი წულაიაზე მალე შესაძლოა საერთაშორისო ძებნა გამოცხადდეს - ""კურიერი"" დღეს სექსუალური ძალადობის მსხვერპლს ესაუბრა",2023-02-15 17:53:00+00,rustavi2.ge
რეალური უოლტერ უაითი – ინდიანაში მასწავლებელი მეტამფეტამინით ვაჭრობისთვის დააკავეს,2023-02-15 17:54:55+00,tabula.ge
"მრევლი სინოდის განჩინების მოლოდინში | უკვე 24 საათზე მეტია, საპატრიარქო დუმს",2023-02-15 17:55:39+00,mtavari.tv
10 დღე დამანგრეველი მიწისძვრიდან და 41 000-მდე დაღუპული - სამაშველო ღონისძიებები თურქეთსა და სირიაში ამ დრომდე გრძელდება,2023-02-15 17:56:00+00,rustavi2.ge
"""ინტერრაოს"" დავა და 76 მილიონიანი ჯარიმა საქართველოს | კალაძის პასუხი წაგებულ საქმეზე",2023-02-15 17:56:13+00,mtavari.tv
"მთავრობის დღევანდელ სხდომაზე ""ხედვა 2030 - საქართველოს განვითარების სტრატეგიის"" 2023 წლის სამოქმედო გეგმა დაამტკიცეს",2023-02-15 17:57:00+00,rustavi2.ge
გახშირებული ვანდალიზმის ფაქტები და დაზიანებული სკვერები - ვანდალიზმის გახშირებული ფაქტების პრევენციის მიზნით მერიამ ადმინისტრაციულ სამართალდარღვევათა კოდექსში ცვლილებები მოამზადა,2023-02-15 17:59:00+00,rustavi2.ge
"სტოლტენბერგი: პუტინმა უნდა გააცნობიეროს, რომ უკრაინაში ომს ვერ მოიგებს",2023-02-15 18:00:08.933+00,imedinews.ge
"კახა კალაძე: მე ვეკითხები ჩვენი ქვეყნის მოსახლეობას, ვისაც ნამდვილად აქვს სურვილი ევროინტეგრაციის, ეს დამოკიდებულება, რაც ვიხილეთ, ეს მიდგომები მისაღებია?",2023-02-15 18:00:08.933+00,imedinews.ge
"როცა ""ოცნება"" მიზანმიმართულად აკარგინებს ქვეყანას EU-ს კანდიდატის სტატუსს, მეორეხარისხოვან საკითხებზე კინკლაობა დანაშაულია - ""სტრატეგია აღმაშენებელი""",2023-02-15 18:02:00+00,tvpirveli.ge
"როცა ""ოცნება"" მიზანმიმართულად აკარგინებს ქვეყანას EU-ს კანდიდატის სტატუსს, მეორეხარისხოვან საკითხებზე კინკლაობა დანაშაულია - ""სტრატეგია აღმაშენებელი""",2023-02-15 18:02:00+00,tvpirveli.ge
საქართველოს ტექნიკურ უნივერსიტეტსა და კომპანია „შერატონს“ შორის თანამშრომლობის მემორანდუმს მოეწერა ხელი,2023-02-15 18:03:00+00,ipn.ge
"კალაძე რეზოლუციაზე: როცა მეცენატზე გვეუბნებიან, რომ უნდა დასანქცირდეს, ვერ იქნება ღირებული",2023-02-15 18:03:01+00,tabula.ge
პოლიციელები მტკიცებულებების გარეშე | რუსებთან კონფლიქტის გამო დაკავებული ცოტნე ჯაფარიძის პროცესი გადაიდო,2023-02-15 18:04:36+00,mtavari.tv
7 ნოემბრის საქმე - სასამართლომ ადეიშვილისა და კეზერაშვილის მიმართ შეფარდებული პატიმრობა ძალაში დატოვა,2023-02-15 18:06:00+00,tvpirveli.ge
7 ნოემბრის საქმე - სასამართლომ ადეიშვილისა და კეზერაშვილის მიმართ შეფარდებული პატიმრობა ძალაში დატოვა,2023-02-15 18:06:00+00,tvpirveli.ge
"აეროპორტების გაერთიანება - უამინდობის მიუხედავად, ქუთაისის საერთაშორისო რეისები ჩვეულ რეჟიმში ხორციელდება",2023-02-15 18:10:00+00,ipn.ge
"აეროპორტების გაერთიანება - უამინდობის მიუხედავად, ქუთაისის საერთაშორისო აეროპორტში რეისები ჩვეულ რეჟიმში ხორციელდება",2023-02-15 18:10:00+00,ipn.ge
"ეს არის სისტემური პრობლემა, რომელიც აქვს ევროპარლამენტს, ასეთი გადაწყვეტილება შეშურდებოდა საბჭოთა კავშირის უმაღლეს საბჭოსაც - ირაკლი კობახიძე",2023-02-15 18:13:00+00,rustavi2.ge
ახალი თაობის სუპერვარსკვლავები – VANITY FAIR-ის ფოტოსესია,2023-02-15 18:13:19+00,tabula.ge
"კახა კალაძე: ღირებული ვერ იქნება ის დოკუმენტი, სადაც საუბარია კრიმინალის პირდაპირ მფარველობაზე, ხოლო მეცენატზე გვეუბნებიან, რომ უნდა დასანქცირდეს",2023-02-15 18:14:07.491+00,imedinews.ge
"ხათუნა სამნიძე - ევროპული და  ქართული თამაშის წესები აქამდე არავის არასდროს განუცალკევებია, ეს არის რუსული გზავნილი - კახა კალაძეს და არცერთ მაღალჩინოსანს არ აქვს უფლება თქვას, რომ არ გვინდა ევროპული სტატუსი",2023-02-15 18:19:00+00,ipn.ge
"ევროპარლამენტარებმა იციან, რომ ივანიშვილს აქვს სერიოზული პერსონალური ავტორიტეტი და უნდათ, ეს ავტორიტეტი მისი ნების წინააღმდეგ გამოიყენონ, რასაც ბიძინა ივანიშვილი არ აკეთებს და არ გააკეთებს - ირაკლი კობახიძე",2023-02-15 18:20:00+00,rustavi2.ge
"""მაკრონი, მიშელი და ლეიენი მიხეილ სააკაშვილის გათავისუფლების საქმეში უნდა ჩაერთონ"" | გლუკსმანი",2023-02-15 18:20:00+00,mtavari.tv
კობახიძე რეზოლუციაზე: ასეთი გადაწყვეტილება შეშურდებოდა საბჭოთა კავშირის უზენაეს საბჭოსაც,2023-02-15 18:21:13.719+00,formulanews.ge
პერსონალურ მონაცემთა დაცვის სამსახურმა მიხეილ სააკაშვილის პერსონალური მონაცემების გასაჯაროების კანონიერების შესწავლის მიზნით შემოწმება დაიწყო,2023-02-15 18:25:00+00,ipn.ge
"კუბილიუსი აქცენტს აკეთებს იმ ინტერესზე, რომელიც აქვს გლობალურ ომის პარტიას - ირაკლი კობახიძე",2023-02-15 18:26:00+00,rustavi2.ge
IISS-ი: რუსეთმა ომში შესაძლოა ახალი ტანკების 50%-მდე დაკარგა,2023-02-15 18:26:08+00,radiotavisupleba.ge
საპატრიარქომ სინოდის სხდომის განჩინება გამოაქვეყნა,2023-02-15 18:28:11.948+00,imedinews.ge
ევროპარლამენტმა სააკაშვილის ჯანმრთელობის შესახებ რეზოლუცია მიიღო,2023-02-15 18:31:00+00,tvpirveli.ge
გაათავისუფლეთ მიხეილ სააკაშვილი - ევროპარლამენტმა პრეზიდენტის ჯანმრთელობის შესახებ რეზოლუცია მიიღო,2023-02-15 18:31:00+00,tvpirveli.ge
გაათავისუფლეთ მიხეილ სააკაშვილი - ევროპარლამენტმა პრეზიდენტის ჯანმრთელობის შესახებ რეზოლუცია მიიღო,2023-02-15 18:31:00+00,tvpirveli.ge
"ინტერესი იმისა, რომ საქართველოში გაიხსნას მეორე ფრონტი ძალიან დიდია, რომლის უკან შეიძლება რუსეთისთვის ვითარების დამძიმების ინტერესი იყოს, მაგრამ ჩვენ ვერ დავუშვებთ, რომ ეს მოხდეს საქართველოს ხარჯზე - ირაკლი კობახიძე",2023-02-15 18:32:00+00,rustavi2.ge
"კობახიძე ევროპარლამენტარებზე: შეგნებულად მფარველობენ დამნაშავეებს, დამნაშავე ძალას",2023-02-15 18:33:57+00,tabula.ge
"„სტრატეგია აღმაშენებელი“ -  როცა ისტორიულ შანსს გვაკარგვინებს ""ქართული ოცნება"" და მიმდინარეობს წარმოუდგენელი მასშტაბის შეთქმულება საქართველოს წინააღმდეგ,  მეორეხარისხოვან საკითხებზე პოლიტიკური კინკლაობა დანაშაულია",2023-02-15 18:35:00+00,ipn.ge
"წმინდა სინოდი: საქართველოს ეკლესია ლოცულობს, რათა მოვლენებმა კიდევ უფრო საშიში ხასიათი არ მიიღოს და, პირიქით, უფალმა უკრაინასა და მსოფლიოს მოანიჭოს მშვიდობა",2023-02-15 18:35:07.395+00,imedinews.ge
"როდესაც რუსეთი ძალას იკრებს, ამ შემთხვევაში საქართველოს საფრთხე ეზრდება და ამაზე ვსაუბრობდი, როგორ შეიძლება ეს ვინმემ წაიკითხოს გულშემატკივრობად  - ირაკლი კობახიძე",2023-02-15 18:36:00+00,rustavi2.ge
პერსონალურ მონაცემთა დაცვის სამსახურმა სააკაშვილის კადრებზე შემოწმება დაიწყო,2023-02-15 18:38:00+00,tvpirveli.ge
სააკაშვილის პერსონალური მონაცემების გასაჯაროების კანონიერების შესწავლის მიზნით შემოწმება დაიწყო,2023-02-15 18:38:00+00,tvpirveli.ge
პერსონალურ მონაცემთა დაცვის სამსახურმა სააკაშვილის კადრებზე შემოწმება დაიწყო,2023-02-15 18:38:00+00,tvpirveli.ge
გამოქვეყნდა სინოდის სხდომის ოქმი – UK-ის ეპარქიის ზედამხედველობა ილია მეორემ გადაიბარა,2023-02-15 18:38:14+00,netgazeti.ge
"ოლექსი რეზნიკოვის განცხადებით, ვოლოდიმირ ზელენსკიმ თავდაცვის მინისტრის თანამდებობაზე დარჩენა სთხოვა",2023-02-15 18:39:00+00,ipn.ge
"""პრეზიდენტი სააკაშვილის პატიმრობაში სიკვდილის შემთხვევაში, მასთან ერთად მოკვდება საქართველოს ევროპული პერსპექტივაც"" | სიკორსკი",2023-02-15 18:41:19+00,mtavari.tv
"სინოდმა ოჰრიდის ეკლესიასთან ევქარისტიული კავშირი დაამყარა, მაგრამ ავტოკეფალიად არ ცნო",2023-02-15 18:41:52+00,tabula.ge
"ირაკლი კობახიძე აცხადებს, რომ სანქციებთან მიერთება მინიმუმ 10%-იან ეკონომიკურ ვარდნას გამოიწვევდა, დამძიმებული სოციალური ფონის პირობებში კი გლობალური ომის პარტიას  ჰქონდა არეულობის შექმნის იმედი",2023-02-15 18:42:00+00,rustavi2.ge
დიდი ბრიტანეთისა და ირლანდიის ეპარქია დროებით უშუალოდ პატრიარქის გამგებლობაში გადავა,2023-02-15 18:42:08.086+00,imedinews.ge
"შალვა პაპუაშვილი: ერთადერთი, რაშიც ვეთანხმები ამ რეზოლუციას - სააკაშვილის საქმე, ეს არის ლაკმუსის ტესტი იმისათვის, რომ დავინახოთ, ვინ არის საქართველოს მეგობარი და ვინ არის სააკაშვილის მეგობარი",2023-02-15 18:42:08.086+00,imedinews.ge
კობახიძე ევროპარლამენტის რეზოლუციას საბჭოთა კავშირის უზენაესი საბჭოს გადაწყვეტილებებს ადარებს,2023-02-15 18:43:48+00,radiotavisupleba.ge
"ხობში, მკვლელობაში ბრალდებულ ქალს ორთვიანი წინასწარი პატიმრობა შეეფარდა",2023-02-15 18:44:25+00,mtavari.tv
დაუწესდეს სანქციები ივანიშვილს - ევროპარლამენტმა რეზოლუცია დაამტკიცა,2023-02-15 18:45:00+00,tvpirveli.ge
დაუწესდეს სანქციები ივანიშვილს - ევროპარლამენტმა რეზოლუცია დაამტკიცა,2023-02-15 18:45:00+00,tvpirveli.ge
ევროპარლამენტმა ივანიშვილის დასანქცირებას მხარი დაჭირა,2023-02-15 18:45:00+00,tvpirveli.ge
დაუწესდეს სანქციები ივანიშვილს - ევროპარლამენტმა რეზოლუცია დაამტკიცა,2023-02-15 18:45:00+00,tvpirveli.ge
საქართველოს ეკლესია მართლმადიდებელ ეკლესიასთან ჩრდილოეთ მაკედონიაში ევქარისტიულ კავშირში შევა,2023-02-15 18:49:08.611+00,imedinews.ge
"ტაილანდში, დატბორილი გამოქვაბულიდან გადარჩენილი ბიჭებიდან ერთ-ერთი დაიღუპა",2023-02-15 18:49:08.611+00,imedinews.ge
"კობახიძე რეზოლუციაზე: უნდათ, ივანიშვილის ავტორიტეტი გამოიყენონ მე-2 ფრონტის მიზნებისთვის",2023-02-15 18:51:31+00,tabula.ge
ევროპარლამენტმა მიხეილ სააკაშვილის ჯანმრთელობის მდგომარეობის შესახებ რეზოლუცია მიიღო,2023-02-15 18:52:00+00,ipn.ge
"როგორც კი პრეცენდენტი იქნება დაშვებული, რომ წონის კლების გამო ადამიანი გამოვიდეს ციხიდან, მართლმსაჯულების მთელი სისტემა ევროპაში უნდა ჩამოიქცეს - ირაკლი კობახიძე",2023-02-15 18:54:00+00,rustavi2.ge
"სააკაშვილს სისტემის მიერ მოხდა წამება, გაუპატიურება, არაადამიანური მოპყრობა, ეს ყველაფერი იცის ნებისმიერმა ოდიოზურმა ევროპარლამენტარმა, თუმცა მფარველობენ იმიტომ, რომ ერთი პარტიის წევრები არიან - ირაკლი კობახიძე",2023-02-15 18:56:00+00,rustavi2.ge
"ირაკლი კობახიძე: კუბილიუსი სინამდვილეში გვესაუბრებოდა გლობალური ომის პარტიის სახელით, რომელსაც სერიოზული გავლენა აქვს ევროპარლამენტზე",2023-02-15 18:56:08.182+00,imedinews.ge
ევროპარლამენტის რეზოლუცია ევროპულ საბჭოს და დემოკრატიულ პარტნიორებს ბიძინა ივანიშვილის წინააღმდეგ სანქციების დაწესებისკენ მოუწოდებს,2023-02-15 18:59:00+00,ipn.ge
ევროპარლამენტის რეზოლუცია ევროპულ საბჭოს და დემოკრატიულ პარტნიორებს ბიძინა ივანიშვილის წინააღმდეგ სანქციების დაწესების განხილვისკენ მოუწოდებს,2023-02-15 18:59:00+00,ipn.ge
ევროპარლამენტის რეზოლუცია ბიძინა ივანიშვილის წინააღმდეგ სანქციების დაწესებისკენ მოუწოდებს,2023-02-15 18:59:00+00,ipn.ge
"ევროპარლამენტარები საქართველოს ხელისუფლებას საზღვარგარეთ მკურნალობის მიზნით მიხეილ სააკაშვილის გათავისუფლებისკენ, ხოლო პრეზიდენტს შეწყალებისკენ მოუწოდებენ",2023-02-15 19:00:00+00,ipn.ge
"შალვა პაპუაშვილი: ვინმეს ეჭვი ეპარება, რომ სანდრო გირგვლიანის და გელაშვილის საქმის გამო სააკაშვილი სასჯელს არ იმსახურებს? როდესაც ხდება ამ საქმეების შეფუთვა ვენდეტად, გამოდის რომ, ჩვენ უნდა გადავწეროთ ჩვენი ისტორია",2023-02-15 19:00:09.053+00,imedinews.ge
"""შეგნებულად მფარველობენ დამნაშავეს და დამნაშავე პოლიტიკურ ძალას"" | კობახიძე ევროპარლამენტარებზე",2023-02-15 19:00:28+00,mtavari.tv
"წონაში კლება ერთადერთი ფაქტორია, რაზე მითითებითაც ცდილობს გაითავისუფლოს თავი, საკუთარ მშობელს მიაქვს დაბალი კალორაჟით საკვები,  ეს ხო გაუგებარი და ყველა მხრივ სამარცხვინოა - ირაკლი კობახიძე",2023-02-15 19:02:00+00,rustavi2.ge
"თუ გარკვეული ორგანიზაციები იღებენ გარკვეულ დაფინანსებას უცხოური წყაროებიდან, ეს დაფინანსება უნდა იყოს გამჭვირვალე, გამჭვირვალობაში მე ვერავითარ პრობლემას ვერ ვხედავ, პირიქით - ირაკლი კობახიძე ""ხალხის ძალის"" კანონპროექტზე",2023-02-15 19:05:00+00,rustavi2.ge
"„ფეისბუკზე"" წულუკიანის შესახებ გამოქვეყნებული პოსტის საქმეზე მოქალაქე 2000 ლარით დააჯარიმეს",2023-02-15 19:05:02+00,radiotavisupleba.ge
"ირაკლი კობახიძე: როცა ადამიანს სჯი, მისგან არაფერს ელოდები, ბიძინა ივანიშვილზე სწორედ იმიტომ ხორციელდება შანტაჟი და იმიტომ მოქმედებს დე ფაქტო სანქციები, რომ მიზანი არის არა დასჯა, არამედ შანტაჟი",2023-02-15 19:07:08.076+00,imedinews.ge
"რომელი ქართველები მოხვდნენ პოტენციური ""აგენტების"" რუსულ სიებში და როგორია ""აგენტების"" ქართული სიის პერსპექტივა",2023-02-15 19:09:26+00,radiotavisupleba.ge
უკრაინული მედია: მიხეილ სააკაშვილი და ლიზა იასკო ერთმანეთს დაშორდნენ,2023-02-15 19:14:08.701+00,imedinews.ge
"ევროპარლამენტარები - მიხეილ სააკაშვილის მდგომარეობის გაუმჯობესების მუდმივი წარუმატებლობა აჩენს რისკს, დააბრკოლოს საქართველოს ევროკავშირის კანდიდატის სტატუსის პერსპექტივა",2023-02-15 19:15:00+00,ipn.ge
"ირაკლი კობახიძე: ინტერესი იმისა, რომ საქართველოში გაიხსნას მეორე ფრონტი ძალიან დიდია, რომლის უკან შეიძლება რუსეთისთვის ვითარების დამძიმების ინტერესი იყოს, მაგრამ ჩვენ ვერ დავუშვებთ, რომ ეს მოხდეს საქართველოს ხარჯზე ",2023-02-15 19:15:00+00,imedinews.ge
მამა ლეონ გელოვანის შეფასება სინოდის განჩინების შესახებ,2023-02-15 19:15:39+00,tabula.ge
ირაკლი კობახიძე ევროპარლამენტის რეზოლუციაზე: ასეთი გადაწყვეტილება საბჭოთა კავშირის უზენაეს საბჭოსაც შეშურდებოდა,2023-02-15 19:16:00+00,imedinews.ge
"""მიხეილ სააკაშვილმა უნდა იცოცხლოს... ჩვენ მისი ციხეში მკვლელობის მცდელობას ვხედავთ"" | არახამია",2023-02-15 19:17:05+00,mtavari.tv
"ქვემო ქართლის რეგიონში, ბოლნისის მუნიციპალიტეტის მერიაში ტერიტორიული რეზერვის შესახებ საინფორმაციო შეხვედრა გაიმართა",2023-02-15 19:20:00+00,ipn.ge
"ფონდი ""ნატვრის ხე"" 20 თებერვალს დაგეგმილი საქველმოქმედო კონცეტრით თურქეთში მიწისძვრის შედეგად დაზარალებულებსაც დაეხმარება",2023-02-15 19:21:00+00,ipn.ge
"მარიამ ქვრივიშვილი: ბაკურიანში შესრულებული სამუშაო იძლევა იმის შესაძლებლობას, რომ საქართველომ ღირსეულად უმასპინძლოს მსოფლიო ჩემპიონატს",2023-02-15 19:21:14.293+00,imedinews.ge
"კობახიძე ფრენებზე: რუსეთმა დასაჯა ჩვენი მოქალაქეები, თუ სასჯელი მოეხსნებათ, მისასალმებელია",2023-02-15 19:21:56+00,tabula.ge
"ჩვენ ძალიან კარგად ვიცით რას გულისხმობდა კუბილიუსი და კუბილიუსმაც ძალიან კარგად იცის, რომ ჩვენ ვიცით რას გულისხმობდა -ირაკლი კობახიძე ",2023-02-15 19:22:00+00,rustavi2.ge
"""ევროპარლამენტის გადაწყვეტილება შეშურდებოდა საბჭოთა კავშირის უზენაეს საბჭოსაც"" | კობახიძე ",2023-02-15 19:24:14+00,mtavari.tv
„თეგეტა“ ქვეყნის უმსხვილესი კომპანიების სამეულშია - ჰოლდინგი „მწვანე ბონდების“ ემისიას გეგმავს,2023-02-15 19:25:00+00,ipn.ge
სინოდის სხდომის განჩინება ცნობილია | ტექსტი სრულად,2023-02-15 19:27:04+00,mtavari.tv
წულუკიანზე გამოქვეყნებული პოსტის გამო მოქალაქეს 2000-ლარიანი ჯარიმა დაეკისრა,2023-02-15 19:28:13.518+00,formulanews.ge
შოტლანდიის მთავრობის მეთაური ნიკოლა სტერჯეონი თანამდებობიდან გადადგა,2023-02-15 19:31:00+00,rustavi2.ge
უკრაინის რამდენიმე ქალაქში საჰაერო განგაშია გამოცხადებული,2023-02-15 19:32:38+00,mtavari.tv
"მეტროსადგური „ვარკეთილი“ ერთ-ერთი ესკალატორის დაზიანების გამო, დროებით მგზავრთა მიღებას წყვეტს",2023-02-15 19:35:00+00,ipn.ge
"ირაკლი კობახიძე: კუბილიუსმა იცის, რასაც ითხოვს და მან იცის, რომ ჩვენც ვიცით, რასაც ითხოვს, მაგრამ ეს მოთხოვნები ჩვენთვის მიუღებელია",2023-02-15 19:35:08.233+00,imedinews.ge
"ირაკლი კობახიძე: როდესაც რუსეთი ძალას იკრებს, ამ შემთხვევაში საქართველოს საფრთხე ეზრდება და ამაზე ვსაუბრობდი, როგორ შეიძლება ეს ვინმემ წაიკითხოს გულშემატკივრობად",2023-02-15 19:35:08.233+00,imedinews.ge
განხილულ იქნა რიგ სასულიერო მოღვაწეთა წმინდანად შერაცხვის შესახებ საკითხის შესწავლა- რა წერია წმინდა სინოდის განჩინებაში,2023-02-15 19:36:00+00,rustavi2.ge
"მე მჯერა, რომ ევროკავშირსა და სამართლის უზენაესობას შორის არ შეიძლება იყოს წინააღმდეგობა, რისიც არ სჯერა კუბილიუსს - ირაკლი კობახიძე",2023-02-15 19:38:00+00,rustavi2.ge
"ლევან ხაბეიშვილი ევროპარლამენტის რეზოლუციაზე: ბატონო ბიძინა, თამაში დასრულებულია",2023-02-15 19:39:09+00,radiotavisupleba.ge
"ირაკლი კობახიძე მიხეილ სააკაშვილზე: როგორც კი იმის პრეცედენტი შეიქმნება, რომ კონკრეტული პატიმარი წონის კლების გამო გამოვიდა ციხიდან, ჩამოიშლება მთლიანად სასჯელაღსრულების სისტემა",2023-02-15 19:42:08.368+00,imedinews.ge
"თამაზ გაიაშვილი: თუკი თურქებს შეუძლიათ ფრენა, სხვებს შეუძლიათ ფრენა, ჩვენ რატომ უნდა დაგვასანქცირონ?",2023-02-15 19:42:08.368+00,imedinews.ge
"დიმიტრი სამხარაძე „ნაციონალური მოძრაობის“ აქტივისტებზე: მშიშრები და ლაჩრები, ვერც თვითონ გაბედეს მანქანებიდან გადმოსვლა, ვერც შეშინებული უფროსებისგან მიიღეს მსგავსი დავალება",2023-02-15 19:43:00+00,imedinews.ge
"ყველამ იცის, რომ აგენტი არ ნიშნავს ჯაშუშს – კობახიძე",2023-02-15 19:43:00+00,netgazeti.ge
მიხეილ ყაველაშვილი „ხალხის ძალის“ კანონპროექტზე: შეზღუდვა სად წერია ჩვენს ინიციატივაში? ეს ყველაფერი სპეკულაციებია,2023-02-15 19:43:08.565+00,imedinews.ge
"შალვა პაპუაშვილი: უკრაინის და არც არავის მიმართ არაფერი დასამტკიცებელი არ გვაქვს. ეს ჩვენ დავამტკიცეთ სამი ომით და ჩვენი სისხლით, რომელსაც არავისზე ნაკლები ფასი არ აქვს",2023-02-15 19:48:00+00,imedinews.ge
"თამაზ გაიაშვილი: ადამიანი შეიძლება რუსეთში წავიდეს მანქანით, მატარებლით, ცხენით გადავიდეს თუნდაც. თვითმფრინავს რატომ ვუკრძალავთ?",2023-02-15 19:48:00+00,imedinews.ge
"მაინტერესებს, ერვოსაბჭოს რეზოლუციაში რატომ მოაწერეს ხელი [ნაციონალურმა მოძრაობამ] ტექსტს, სადაც საუბარია, რომ ქართულმა ჯარმა დაიწყო სამხედრო მოქმედებები? წარმოიდგინეთ, ზელენსკიმ ან მისმა პარტიამ ხელი მოაწეროს რეზოლუციას, სადაც უკრაინის ჯარმა მოახდინა სამხ",2023-02-15 19:48:00+00,rustavi2.ge
"ირაკლი კობახიძე:  მერაბიშვილის მშობლიურ ადიგენში 2 კაცი მივიდა და აქცია ვერ შედგა. რა რესურსი აქვს მერაბიშვილს, თავად შეგიძლიათ განსაჯოთ",2023-02-15 19:48:00+00,imedinews.ge
"ირაკლი კობახიძე: მე მჯერა, რომ ევროკავშირსა და სამართლის უზენაესობას შორის არ შეიძლება იყოს წინააღმდეგობა, რისიც არ სჯერა კუბილიუსს",2023-02-15 19:49:08.562+00,imedinews.ge
